komentar,timestamp,sentiment
🥺,2025-03-20 11:50:06+00:00,positif
😂,2025-03-20 11:49:57+00:00,positif
jadi.Konoha makim maju apa mundur?,2025-03-20 11:49:45+00:00,negatif
YA KOCAK DEMOKRASI BUAT APA,2025-03-20 11:49:38+00:00,negatif
kaya China dong,2025-03-20 11:49:18+00:00,netral
😏,2025-03-20 11:49:09+00:00,positif
Ngeri berarti ya kaya negara Syiria yang kalo kontra sama pemerintah langsung di penjara dan di siksa,2025-03-20 11:49:08+00:00,negatif
Tuhan kenapa aku WNI,2025-03-20 11:49:04+00:00,positif
"presiden skrg, gimnapun msh menantu kluarga cendana. ya wjib balikin kayak jaman keluarga cendana dlu mimpinlah.
siapsiap aja balik kyk jaman orde baru wkwkwk",2025-03-20 11:48:50+00:00,negatif
"sahkan saja, lagian indonesia sudah ngk jelas ngk tau arahnya mau kmna, korupsi merajalela, pemerasan, penindasan dll..
padahal yang perlu di sahkan adalah ruu perampasan aset🤦",2025-03-20 11:48:48+00:00,negatif
pindah negaraa ayok,2025-03-20 11:48:38+00:00,negatif
🥰,2025-03-20 11:48:27+00:00,positif
"Udh dibilang bakal mau jadi jaman pki, tapo lo pada ttp mau oke gas oke gas 🤪",2025-03-20 11:48:25+00:00,netral
🔥🔥🔥,2025-03-20 11:48:19+00:00,positif
🗿🗿🗿,2025-03-20 11:48:17+00:00,positif
udah tau kalau tiga kali malah kalian pilih😂,2025-03-20 11:48:16+00:00,negatif
🔥🔥🔥,2025-03-20 11:48:15+00:00,positif
🗿🗿🗿,2025-03-20 11:48:12+00:00,positif
🔥🔥🔥,2025-03-20 11:48:11+00:00,positif
😭,2025-03-20 11:47:54+00:00,positif
yang ada mah tikus tikus makin banyak,2025-03-20 11:47:47+00:00,negatif
paling bener pisah negara dan bikin negara baru,2025-03-20 11:47:25+00:00,negatif
😂😂😂,2025-03-20 11:46:59+00:00,positif
"Benarkan dwi fungsi tentara.. Sgt setuju, udah g yakin dgn polisi",2025-03-20 11:46:55+00:00,negatif
dari zaman orde baru TNI manunggal dgn rkty,2025-03-20 11:16:06+00:00,negatif
iya universitas trisakti sama tarumanegara pada demo,2025-03-20 11:15:40+00:00,positif
🙏,2025-03-20 11:15:37+00:00,positif
BUBAR AJA TNI,2025-03-20 11:15:31+00:00,negatif
🤝,2025-03-20 11:15:10+00:00,positif
iya udah didoain ajah kalau gitu #capek🥺,2025-03-20 11:14:46+00:00,negatif
🥰🥰🥰,2025-03-20 11:14:23+00:00,positif
"saya setuju RUU TNI asalkan Presidennya kaya Prabowo, U Know lah baru 6 Bulan ratusan koruptor ketangkap, check and recheck Makan Siang Gratis dll.
saya tidak setuju RUU TNI kalau..",2025-03-20 11:14:03+00:00,negatif
saya setuju² saja. biar ga ada yang gibah pemimpin. 😁,2025-03-20 11:13:23+00:00,positif
"Dwi fungsi ABRI jika itu lebih baik untuk negara why not.
toh jabatan jabatan pemerintahan diberikan pada anggota anggota partai korupsi nya gila gilaan.
Dwi fungsi ABRI lebih baik namun tetap bisa diawasi dan transfaran",2025-03-20 11:13:22+00:00,netral
kocak yg dukung 02 hahha,2025-03-20 11:13:15+00:00,netral
Baguslah .biar anak abah kejang2...😅😅,2025-03-20 11:11:17+00:00,negatif
😏,2025-03-20 11:10:38+00:00,positif
TETAP DUKUNG RUU TNI,2025-03-20 11:10:19+00:00,positif
sah.. kerennn...,2025-03-20 11:09:43+00:00,negatif
malah jelasin orde baru 😳,2025-03-20 11:09:36+00:00,netral
🥰,2025-03-20 11:08:49+00:00,positif
masyarakat harus kompak,2025-03-20 11:08:33+00:00,positif
makin ga jelas nih negara,2025-03-20 11:08:32+00:00,negatif
fungsi dpr ada gak.?,2025-03-20 11:08:31+00:00,netral
"PDI "" uudh kelakuan korup dengan bnyk cara buat ruu tni sekarang",2025-03-20 11:08:16+00:00,negatif
Isi dari RUU nya apa??,2025-03-20 11:07:26+00:00,negatif
Rusakkkkk,2025-03-20 11:07:08+00:00,negatif
"saya sih aman-aman aja, yang takut tuhhh oknum yang nakal😂",2025-03-20 11:06:17+00:00,negatif
😂,2025-03-20 11:06:05+00:00,positif
biar ALLAH yang mengaadili komplotan PDIP,2025-03-20 11:05:36+00:00,negatif
gampangnya di jajah pejabat negri sendiri ya?,2025-03-20 11:05:32+00:00,negatif
ow paham.. biar yg korup makin aman😳😳,2025-03-20 11:05:17+00:00,negatif
♥️,2025-03-20 11:04:43+00:00,positif
🥰,2025-03-20 11:03:54+00:00,positif
siapa sih ketua dpr nya,2025-03-20 10:20:27+00:00,positif
"SIAPA TUH YG BILANG, HANYA TNI YG CINTA RAKYAT?
MEREKA CUMAN ROBOT YG NURUT SAMA ATASAN COR",2025-03-20 10:19:56+00:00,negatif
"kejahatan dan koruptor di negeri ini sudah kronis,, hidup tni",2025-03-20 10:19:32+00:00,positif
🥰,2025-03-20 10:19:21+00:00,positif
😂,2025-03-20 10:17:56+00:00,positif
inimah undang” dibuat untuk letkol teddy 😁,2025-03-20 10:17:28+00:00,positif
"Selamat menikmati new orba yah, nikmati lah 58%🤣",2025-03-20 10:16:31+00:00,negatif
🔥,2025-03-20 10:15:53+00:00,positif
baik buat macam plkn je,2025-03-20 10:15:43+00:00,positif
"gais yg muda mending blajar bahasa asing deh , misalnya inggris, jerman, china, jepang, 👍👍",2025-03-20 10:15:37+00:00,negatif
🥰,2025-03-20 10:14:51+00:00,positif
"DPR itu Dewan Perwakilan Rakyat , tapi rakyat yang mana yang diwakili kenapa kinerja dan keputusannya selalu kontra dengan yang diwakilinya????",2025-03-20 10:14:37+00:00,netral
Belanda dulu tu cuma berdagang bukan menjajah 😌,2025-03-20 10:14:04+00:00,negatif
"MASING""PAK JABAT PUNYA STRATEGI MASING""...",2025-03-20 10:13:46+00:00,netral
Udah di sah kan🥹,2025-03-20 10:13:23+00:00,negatif
ohh orang DPR-RI kayanya katuk klo ketahuan korupsi ya 🗿,2025-03-20 10:12:50+00:00,negatif
okee pindah negara 🗿,2025-03-20 10:12:40+00:00,netral
"saatnya apa?? YES NABUNG, BELAJAR BAHASA ASING TRS CABUT!",2025-03-20 10:12:02+00:00,negatif
Alhamdulillah di sah kan masa polri aja yg punya Jabatan diluar jabatan 😁,2025-03-20 10:11:42+00:00,positif
turunkan night red 🗿👍,2025-03-20 10:11:17+00:00,positif
"Klo ruu tni ini sah yang ada korupsi malah merajalela dan kita masyarakat menengah kebawah mkin terpuruk,",2025-03-20 10:11:16+00:00,negatif
"DPR klo kayak gini cepet,giliran Uu perampasan aset lama nya smpe skrng ga di acc",2025-03-20 10:11:10+00:00,negatif
🥰,2025-03-20 10:10:48+00:00,positif
rakyat di anggep pas pemilihan doang,2025-03-20 10:10:40+00:00,negatif
🙏,2025-03-20 10:10:39+00:00,positif
"neo orba.....oke gas,oke gas....😂😂😂😂",2025-03-20 10:10:19+00:00,netral
"Indonesia darurat korupsi, yang dibahas malah RUU TNI. Kocak",2025-03-20 10:08:49+00:00,negatif
🥰🥰🥰,2025-03-20 10:08:46+00:00,positif
"perampasan aset di tolak, giliran gini langsung di setujui sama ketua nya, udah pada ber umur bukannya tobat malah menjadi",2025-03-20 10:08:31+00:00,negatif
nolak soalnya mah takut rombongan koruptornya,2025-03-20 10:07:18+00:00,negatif
🥰🥰🥰,2025-03-20 09:24:35+00:00,positif
@gerindra @Gibran Rakabuming @lambe turah official @Metro TV @Najwa Shihab,2025-03-20 09:23:46+00:00,negatif
gemes banget sama negara ini,2025-03-20 09:23:41+00:00,negatif
Masalah: Perwira Atas TNI banyak yg Non Job Solusinya: Perpanjang masa Pensiun TNI 60thn 😂🤣 Sipil: kesulitan cari kerja,2025-03-20 09:23:26+00:00,negatif
terus kalo kaya gini sama kaya komunis ga sih?? aku ga ngerti:((,2025-03-20 09:23:08+00:00,negatif
TNI bersama rakyat🤡🤓,2025-03-20 09:22:54+00:00,positif
Ngga heran mereka yg menolak slalu Berburuk sangka.,2025-03-20 09:22:15+00:00,negatif
TOLAK RUU TNI,2025-03-20 09:21:48+00:00,positif
🥰,2025-03-20 09:21:35+00:00,positif
🔥,2025-03-20 09:21:14+00:00,positif
tlng jelasin min @partaigerindra,2025-03-20 09:19:49+00:00,positif
paling bener kabur aja dah dr ni negara,2025-03-20 09:19:37+00:00,negatif
astagfirullah,2025-03-20 09:19:33+00:00,positif
KOCAKKK,2025-03-20 09:19:02+00:00,netral
apakah ada yng sama dengan pikiran gua. sepertinya ini strategi banteng untuk menurunkan Prabowo menjadi presiden,2025-03-20 09:19:01+00:00,netral
RUU Polri gimana 🗿😌,2025-03-20 09:18:26+00:00,positif
"udh di bilangin yg bikin ricuh itu DPR, eh yg di demo presiden dan ex presiden😂😂😂",2025-03-20 09:18:18+00:00,negatif
@gerindra bagaimana ni takuttt pak,2025-03-20 09:18:11+00:00,positif
😭,2025-03-20 09:17:46+00:00,positif
pantes biar korupsinya gak ketahuan,2025-03-20 09:17:13+00:00,negatif
Australiaaaa tunggu akuuu,2025-03-20 09:16:45+00:00,negatif
si Nuril munculnya pas ada demo,2025-03-20 09:16:05+00:00,negatif
perang dengan naegara swndiri kocak,2025-03-20 09:15:48+00:00,negatif
😁,2025-03-20 09:15:32+00:00,positif
korupsi dari jaman p Suharto udah ada cuma ga se zalim sekarang,2025-03-20 09:15:27+00:00,negatif
😂,2025-03-20 09:13:46+00:00,positif
"pantesan di sahkan dpr, biar rakyat ga dikit² demo krn takut di intimidasi tni😂",2025-03-20 09:12:23+00:00,negatif
😄,2025-03-20 09:12:20+00:00,positif
😂,2025-03-20 09:12:00+00:00,positif
jadi kemungkinan ada petrus lagi?,2025-03-20 09:11:54+00:00,netral
banyak buzzer bjir,2025-03-20 08:33:32+00:00,negatif
Udah kayak budak aja gak bisa protes/kritik boss🗿,2025-03-20 08:33:32+00:00,negatif
😭,2025-03-20 08:33:06+00:00,positif
@💌 takut plis,2025-03-20 08:33:01+00:00,negatif
TNI waktunya pimpin negri ini ...💓💓💓,2025-03-20 08:32:33+00:00,negatif
makin ga jelas ini negara,2025-03-20 08:31:57+00:00,positif
anjr..,2025-03-20 08:31:05+00:00,netral
"yang di minta rakyat apa yang di sahkan DPR apa, hadehh......",2025-03-20 08:30:59+00:00,negatif
DPR Dewan Perwakilan R nya apa?,2025-03-20 08:30:22+00:00,netral
joget gemoy aja yang penting Heppy 🤣🤣,2025-03-20 08:30:17+00:00,positif
😂😂😂 PARA KORUPTOR PADE TAKUT,2025-03-20 08:30:11+00:00,negatif
negara apa ni cok🗿,2025-03-20 08:30:10+00:00,negatif
buset point 2 gitu yeee,2025-03-20 08:29:27+00:00,netral
@dytihfgtn,2025-03-20 08:29:10+00:00,positif
"lagi pada diberantas, RUU langsung di sahkan!!. brarti ada udang dibalik batu",2025-03-20 08:28:55+00:00,negatif
"klean gk ada yg peduli para para pasukan penjaga konoha ya, kasian itu jd multitasking loh, jagain klean iya, ngerjain kerjaan klean juga.. kasian tauu!!",2025-03-20 08:28:44+00:00,negatif
😂,2025-03-20 08:28:00+00:00,positif
Kan Lu Buzzer nya Dulu bg...,2025-03-20 08:27:42+00:00,negatif
hidup di indo itu kayaknya hardcore ya ceritanya,2025-03-20 08:27:34+00:00,netral
aku nyari barengan whv ke aussie ada yg mau ga?,2025-03-20 08:27:31+00:00,negatif
"bener bener bahaya guys, ntar kalian gabisa loh main tiktok komen komen gini😭🙏🏻 baca buku kiri ntar jg hrus sembunyi”😭 GAMAUUUUU",2025-03-20 08:27:30+00:00,negatif
gua berpikir Indonesia nnti nya akan berperan sesama orang Indonesia,2025-03-20 08:27:07+00:00,positif
@caca,2025-03-20 08:26:42+00:00,positif
kl sy lebih baik orde baru jauh lebih aman,2025-03-20 08:26:24+00:00,netral
🥰,2025-03-20 08:25:55+00:00,positif
siapasih anj yg milih ni org,2025-03-20 08:25:17+00:00,negatif
@corn salad oh ini,2025-03-20 08:25:09+00:00,netral
CMA ANAK ABAH YG MENOLAK UU TNI,2025-03-20 08:24:35+00:00,negatif
🤣,2025-03-20 08:23:58+00:00,positif
🤔🤔🤔,2025-03-20 08:23:23+00:00,positif
TAU KAN KENAPA DOI NYALON DUA KLI GAGAL DAN TETEP NGEYEL JADI PRSIDEN😂😂,2025-03-20 07:44:46+00:00,negatif
🥰,2025-03-20 07:44:18+00:00,positif
dpr tapi rapat diem diem,2025-03-20 07:43:42+00:00,negatif
"di suruh pilih yg pintar berpikir
malah milih yang hoby joget2",2025-03-20 07:43:31+00:00,negatif
klu ada yg ga suka dgn RRU TNI pindah aja kenegara lain gitu aja kog repot,2025-03-20 07:43:18+00:00,negatif
👀,2025-03-20 07:42:52+00:00,positif
"apa mau dibuat mirip Myanmar atau Junta militer , mirip film Rambo",2025-03-20 07:42:39+00:00,negatif
@🦋🙄,2025-03-20 07:42:36+00:00,positif
😃,2025-03-20 07:42:31+00:00,positif
😁,2025-03-20 07:42:04+00:00,positif
@𖨂 chyv  ͎·,2025-03-20 07:42:01+00:00,netral
mending pindah ke malaysia,2025-03-20 07:41:12+00:00,negatif
aku umur 45th.. aku bahagia hidup d zaman orde baru 😅 hidup makmur d zaman presiden suharto,2025-03-20 07:40:06+00:00,positif
🗿,2025-03-20 07:40:05+00:00,positif
"#tolakRUUTNI
#TolakRevisiUUTNI
#PeringatanDarurat
#IndonesiaGelap
#TolakDwifungsiABRI",2025-03-20 07:39:51+00:00,negatif
tolak RUU TNI🔥,2025-03-20 07:38:53+00:00,positif
😁,2025-03-20 07:38:20+00:00,positif
"pantes ae banyak yang pada senyum"" di rapat",2025-03-20 07:38:05+00:00,negatif
"mbuh lah puyeng, mikir Urip be wis puyeng Kon mikir negara",2025-03-20 07:37:30+00:00,negatif
DPR = Dewan Penghianat Rakyat,2025-03-20 07:37:21+00:00,netral
🙏,2025-03-20 07:37:04+00:00,positif
🗿,2025-03-20 07:36:42+00:00,positif
😞,2025-03-20 07:36:10+00:00,positif
Gaspolll RUU TNI 🙂❤❤,2025-03-20 07:36:05+00:00,positif
udah paling bener damkar😂,2025-03-20 07:35:57+00:00,positif
😂😂😂,2025-03-20 07:35:45+00:00,positif
🥰,2025-03-20 07:35:28+00:00,positif
😂,2025-03-20 07:35:24+00:00,positif
sebenernya pemerintah mewakili rakyat yang mana sih?,2025-03-20 07:35:17+00:00,negatif
up,2025-03-20 06:52:48+00:00,netral
siap dukung TNI,2025-03-20 06:52:34+00:00,positif
😅,2025-03-20 06:52:27+00:00,positif
dahlah yang korupsi mau seditutup apapun allah liat tauu bau bangkai pasti kecium😂,2025-03-20 06:51:46+00:00,negatif
DPR tidak sesuai dengan harapan rakyat😔,2025-03-20 06:51:44+00:00,negatif
🥰,2025-03-20 06:50:43+00:00,positif
mantap sgrakan ruuu,2025-03-20 06:49:17+00:00,negatif
😁,2025-03-20 06:48:15+00:00,positif
"Dwifungsi TNI masalalu itu emg gak bener cuman beda sama zaman ini serba digital gk bisa maen bredel dan tangkap..
klo terpaku sama kejadian masalalu giman negri ini mau maju dan berkembang",2025-03-20 06:47:47+00:00,netral
lg heboh heboh nya penangkapan koruptor eh DPR diem diem ngesahin UU ini 🤣,2025-03-20 06:47:39+00:00,negatif
😁,2025-03-20 06:47:22+00:00,positif
TNI aktif hrs pensiun apabila ingin jabatan sipil,2025-03-20 06:47:10+00:00,negatif
😭,2025-03-20 06:47:05+00:00,positif
@gerindra ????,2025-03-20 06:46:27+00:00,negatif
😇,2025-03-20 06:45:46+00:00,positif
lalu? bahas juga dongg yang ruu polri!!!,2025-03-20 06:45:39+00:00,negatif
"susah banget jdi rakyat biasa, berasa di sepelein sama petinggi😭",2025-03-20 06:44:55+00:00,positif
😁,2025-03-20 06:42:48+00:00,positif
ya allah JANGAN ampuni dosa dosa pemimpin kami,2025-03-20 06:42:28+00:00,positif
🙏🏻,2025-03-20 06:41:58+00:00,positif
bagus dong. seperti korut. protes dikit hilang.🤭🤭🤭🤭,2025-03-20 06:40:45+00:00,negatif
"RUU TNI Klo jadi di sah kan, rakyat akan diam.😷.ngeritik akan hilang,nglawan pun, akan di Bwah kan 1 konpi😭",2025-03-20 06:40:08+00:00,negatif
sama aq juga ga tw apa itu ruu tni,2025-03-20 06:39:28+00:00,negatif
#TolakRUUTNI,2025-03-20 06:39:27+00:00,negatif
Apakah ada rencana kudeta🤔🤔,2025-03-20 06:39:10+00:00,netral
yg tolak RUU TNI anaknya abah semua 😂,2025-03-20 06:39:04+00:00,negatif
"sedang melihat buzzer tni dan polisi saling adu komen 😂😂😂
saya tak jadi buzzer damkar aja lah 😂😂😂",2025-03-20 06:39:00+00:00,negatif
terserah ajalah.. dari rezim Mulyono banyak kebijakan yg merugikan rakyat emang dibatalkan?? tetap mereka jalankan juga.. makanya kalau pemilu pintar dikit.. j,2025-03-20 06:38:56+00:00,negatif
trs polis yg ditembak mati TNI dia mati Sahid begitu😭😭,2025-03-20 06:38:31+00:00,negatif
Mending RUU DAMKAR🔥,2025-03-20 06:38:03+00:00,positif
"intinya klo in di sahkan, TNI akan jdi alat lgi untuk pemerintah.",2025-03-20 05:53:42+00:00,negatif
😁,2025-03-20 05:53:33+00:00,positif
😂,2025-03-20 05:53:32+00:00,positif
STOP BAYAR PAJAK BIAR TNI GAPAKE SEMPAK,2025-03-20 05:53:19+00:00,negatif
😂,2025-03-20 05:52:53+00:00,positif
mending gini biar sipil yg jadi wakil rakyat takut mau korupsi dan semena2,2025-03-20 05:52:23+00:00,negatif
stop bayar pajak ngga sihh,2025-03-20 05:51:54+00:00,negatif
Sy Angkatan orde baru🤞🏻 hening tiba” ada makam masal di deket kebon nenek🫣 pemilu pns harus nyoblos partai warna kuning🫣😁 tiba” orang tatoan pd ilang🫣😩🤣pokonya serba tiba”🫣😩,2025-03-20 05:51:18+00:00,negatif
"korupsi di orba gak separah sekarang ini,sekarang di setiap ada celah pasti di manfaatin",2025-03-20 05:51:10+00:00,negatif
@融合 nah yan,2025-03-20 05:50:33+00:00,positif
Parah si,2025-03-20 05:50:28+00:00,negatif
🤣,2025-03-20 05:50:17+00:00,positif
😞,2025-03-20 05:50:08+00:00,positif
🤲,2025-03-20 05:50:06+00:00,positif
"Tolak RUU TNI, hancur negara ini kalau dikuasai oleh TNI, udah bener fungsi pertahanan malah ikut campur urusan jabatan sipil",2025-03-20 05:49:30+00:00,negatif
"intinya demo saja nanti kalau suka2, rakyat kalau sudah bersatu selesai itu",2025-03-20 05:48:46+00:00,negatif
"bacot kali, Kami Rakyat dukung RUU TNI.",2025-03-20 05:48:36+00:00,positif
era reformasi part 2,2025-03-20 05:48:15+00:00,netral
makin jadi nih Indonesia cemas 2045,2025-03-20 05:47:37+00:00,negatif
"RUU TNI PENGALIHAN ISU YG DEMO MAHASEWA DAN KELUARGA BESAR POLRI SENDIRI MENYAMAR DALANGNYA PDI-P, JANGAN LUPA ""RUU POLRI BENTAR LAGI KETOK PALU POLRI SUPERPOWER MASYARAKAT MENJERIT"" 🔥🔥🔥",2025-03-20 05:47:30+00:00,positif
bang sebutin isi RUU nya lahhh,2025-03-20 05:46:27+00:00,negatif
Wkwkw suara rakyat tapi gak didengerr,2025-03-20 05:46:01+00:00,netral
"bang coba bahas RUU polri, dan bandingkan RUU polri dan RUU TNI, mana yang lebih kena ke masyarakat",2025-03-20 05:45:56+00:00,positif
😂,2025-03-20 05:45:41+00:00,positif
Kalo misalkan hal yg disebutkan bakalan terjadi . Apakah rakyat bakal diem aja ? . Oh tentu tidak . Ya mungkin yg ada 98 part 2 kejadian lagi 😅,2025-03-20 05:44:05+00:00,negatif
2030 Indonesia bubar ingat itu2 kata prabowo tahun 2019 loh,2025-03-20 05:42:25+00:00,negatif
wkwkw banteng banteng,2025-03-20 05:41:47+00:00,positif
Rasanya pengen pindah negara aja 😭😭😭,2025-03-20 05:41:41+00:00,negatif
sebenarnya pemimpin negara ini siapa sih? DPR/presiden 🥺,2025-03-20 05:41:34+00:00,positif
syukur makin gelap 🇮🇩😎…,2025-03-20 05:40:45+00:00,negatif
🤣🤣🤣 POLITIK DI KONONHA SUSAH. BELAJAR DARI AMERIKA. PARTAI POLITIK SEDIKIT. DI NEGARA IDN BUAAANNYAKKKK🤣🤣🤣.,2025-03-20 04:53:50+00:00,negatif
"ruu tni secara terbuka,selama ini parcok bahas ruu tidak pernah muncul ,tiba2 jadi uu",2025-03-20 04:53:17+00:00,negatif
tolak RUU tni,2025-03-20 04:53:05+00:00,positif
biar aja masyarakat ngerasain dulu kayak apa rasanya klo TNI berkuasa😂..,2025-03-20 04:52:18+00:00,negatif
emang gitu banteng merah dasar nenek nenek penggembala banteng gaib,2025-03-20 04:52:06+00:00,negatif
sah😢😢,2025-03-20 04:51:52+00:00,positif
kalau yg nolak orang2nya itu aja sudah di pastikan ruu revisi tni itu udah bener .,2025-03-20 04:51:44+00:00,negatif
💪,2025-03-20 04:51:39+00:00,positif
😁,2025-03-20 04:50:02+00:00,positif
dukung RUU TNI,2025-03-20 04:49:52+00:00,positif
bubrah aja sekalian negaranya geger geden😹,2025-03-20 04:49:37+00:00,negatif
"knp ruu TNI dikebut oleh DPR karena jika mereka korupsi & masyarakat demo maka masyarakat akan dihadapkan dgn TNI & Polri, dan media² akan hening karena ada ancaman² yg memaksa media utk diam",2025-03-20 04:48:41+00:00,negatif
RUU goblok,2025-03-20 04:48:25+00:00,positif
"LEBIH BAIK ORDE BARU
DARIPADA ORDE JKWI
LEBIH HOROR",2025-03-20 04:47:50+00:00,netral
Pada belajar sejarah gak sih? seberapa ngerinya masa orba??? Aparat aha ditem*** apalagi kita yg cmn sipil,2025-03-20 04:47:49+00:00,negatif
dukung revisi,2025-03-20 04:46:57+00:00,netral
korupsi orde baru kalah jauh dengan korupsi jaman megalodon yg si paling sipil,2025-03-20 04:46:17+00:00,negatif
😂,2025-03-20 04:45:18+00:00,positif
@Mat @AditJir,2025-03-20 04:43:38+00:00,negatif
Negara semakin ketauwan cara mainnya kotor sekali,2025-03-20 04:43:08+00:00,negatif
udah ketahuan yg diatas pd takuut x😁,2025-03-20 04:42:59+00:00,negatif
udah jadi uu bang,2025-03-20 04:42:52+00:00,negatif
ancor ancor,2025-03-20 04:42:08+00:00,netral
🥰,2025-03-20 04:41:25+00:00,positif
ngeri bgt tinggal disini,2025-03-20 04:41:18+00:00,positif
#TolakRUUTNI,2025-03-20 04:40:44+00:00,negatif
TNI MARUK,2025-03-20 04:40:03+00:00,netral
jadi tau kenapa pengen cepat disahkan hehe,2025-03-20 04:39:17+00:00,negatif
😏😏😏,2025-03-20 04:38:39+00:00,positif
RUU TNI kalian pada ribut semua...takut gak bisa bergerak kah....sedangkan RUU sebelah disahkan kalian diem saja....,2025-03-20 04:38:35+00:00,negatif
Orang ini kayak nya pro banteng 🤣,2025-03-20 02:33:49+00:00,positif
gada yang bener nih negara udah paling bener pindah negara,2025-03-20 02:33:22+00:00,negatif
Oh pantes bapak paling susah ngomong A ya harus A 🙃,2025-03-20 02:33:14+00:00,negatif
"intinya halal ya yg korupsi itu bagi mereka,Krn klo ada yg bicara bakal hilang",2025-03-20 02:33:03+00:00,negatif
ancurrr negara ini,2025-03-20 02:31:28+00:00,positif
#TOLAKRUUTNI,2025-03-20 02:30:42+00:00,negatif
🙏🙏🙏🙏,2025-03-20 02:30:19+00:00,positif
astagfirullah,2025-03-20 02:30:11+00:00,positif
"APARAT HUKUM NEGARA MENJADI ALAT POLITIK,,, TIDAK ADA OPOSISI, TIDAK ADA DEMO,,, SEMUANYA HARUS SUKA DGN KEBIJAKAN PEMERINTAH",2025-03-20 02:29:19+00:00,positif
astagaa udh tau aparat gak ada yg beres malah di buat hahahha maklum laa presidennya mantan 😂,2025-03-20 02:28:34+00:00,negatif
ternyata jokowi lebih mending,2025-03-20 02:27:34+00:00,netral
"gapeduli gua ama ruu tni, bapak gua tni ga dapet thr cokk 🤣🤣🤣",2025-03-20 02:26:22+00:00,negatif
"apalagi bin sama sandi negara harusnya gak ada instansi lain bisa masuk, karna yang emang harus independen, ini malah melebar ke kejaksaan sama mahkamah agung",2025-03-20 02:26:12+00:00,negatif
setuju dengan RUU TNI👍,2025-03-20 02:25:29+00:00,positif
"harusnya bahas RUU TNI sih,bukan malah bahas orde baru...kalaupun iya alasannya apa sampai RUU TNI ini dibilangnya orde..masyarakat harus lebih bijak",2025-03-20 02:25:27+00:00,negatif
mau ke jepang aja gapapa sama obake,2025-03-20 02:25:07+00:00,negatif
TOLAK RUU TNI,2025-03-20 02:23:58+00:00,positif
TERSERAH KALIAN PARA PENGUASA MAU BERBUAT APA. YG JELASSS KITA SEMUA PASTI AKAN MATI !!! AKAANN MATIII !!,2025-03-20 02:23:52+00:00,negatif
Cikal Bakal Kudeta Militer,2025-03-20 02:23:38+00:00,positif
benar benar ngeri bung,2025-03-20 02:23:28+00:00,positif
58% bertanggung jawab penuh,2025-03-20 02:22:57+00:00,positif
beda apk beda otak isi komentar ny😂.,2025-03-20 02:22:01+00:00,netral
usir banteng negara aman,2025-03-20 02:21:04+00:00,positif
banteng tu buang aja dari negara ini,2025-03-20 02:20:55+00:00,negatif
😭😭😭,2025-03-20 02:20:25+00:00,positif
yang memimpin rapat itu DPR saya ulangi sekali lagi DPR lalu kenapa SDM+62 menyudutkan TNI?,2025-03-20 02:20:00+00:00,negatif
sepertinya rakyat harus membentuk pasukan revolusi buat jaga jaga perlawanan,2025-03-20 02:19:11+00:00,positif
reformasi gagal,2025-03-20 02:17:51+00:00,negatif
"padahal RUU POLRI lebih seram tp ga ribut...
ada apa?
siapa yg menggerakkan penolakan RUU TNI?
klo RUU POLRI disahkan,kita sebagai masyarakat bernafas ja pasti salah.😅",2025-03-20 02:17:20+00:00,negatif
Gas aja lah,2025-03-20 02:15:03+00:00,negatif
"au ah cape sama negara Indonesia ini mending ""kaburajadulu""",2025-03-20 00:23:09+00:00,negatif
"efek gak ada perang kerjaan pun tak ada cemburuan pengen tugas sipil., tentara ya tentara pertahanan negara., toh kalo mau tugas sipil jadi pns aja le., prajurit kok pengen tugas sipil mundur le pensi",2025-03-20 00:22:54+00:00,negatif
RUU TNI itu cara pemerintah mengendalikan & memanfaatkan TNI untuk melawan rakyat,2025-03-20 00:22:11+00:00,positif
bener2 mau menggulingkan presidennn para kau anggota dpr😅,2025-03-20 00:21:22+00:00,negatif
KLO memang itu sampe terjadi gmna nasib rakyat selanjutnya?,2025-03-20 00:17:34+00:00,negatif
semoga balik ke orde baru 😏,2025-03-20 00:17:10+00:00,negatif
negara demokrasi? negara kon...,2025-03-20 00:16:58+00:00,negatif
begara demokrasi? negara kon...,2025-03-20 00:16:45+00:00,negatif
😂,2025-03-20 00:16:32+00:00,positif
"bkn korupsi ga ketahuan, semua udh tau tapi yg angkat suara lgsg hilang",2025-03-20 00:14:41+00:00,negatif
58% setuju🤣🤣,2025-03-20 00:13:48+00:00,negatif
mahasiswa ngga ada niatan demo nih??😭😭 apa emang belum separah itu yah kok pada diem2 ajee?? ini udh tangggal 20,2025-03-20 00:13:05+00:00,negatif
😁,2025-03-20 00:12:18+00:00,positif
baguslah jadi aman kaya dulu,2025-03-20 00:08:40+00:00,netral
TOLAK RUU TNI 🖐️🖐️🖐️,2025-03-20 00:08:20+00:00,positif
😭,2025-03-20 00:08:09+00:00,positif
"DPR lah sarang koruptor. untuk apa gunanya TNI gini,jadi kejagung mau dilemahkan. pak presiden jangan sampe tragedi Trisakti 98 jilit2 terjadi di dpr",2025-03-20 00:07:34+00:00,negatif
Km cerita apa bahas RUU TNI? Beda judul beda berita 😅,2025-03-20 00:06:31+00:00,negatif
Bravo TNI🥰👍,2025-03-20 00:06:26+00:00,positif
seru nih banyak buzer buzer wkwk tenang kalian semua nanti pahlawan akan datang membatalkan ruu ini 🤣,2025-03-20 00:04:32+00:00,negatif
